"Tm","Year","Week","Loc","Tm.Score","Total_Yards.Tot","Total_Yards.Ply","Total_Yards.Y.P","Total_Yards.TO","Pass_Stats.Cmp","Pass_Stats.Att","Pass_Stats.Cmp.","Pass_Stats.Yds","Pass_Stats.TD","Pass_Stats.Int","Pass_Stats.Sk","Pass_Stats.SkYds","Pass_Stats.Rate","Rush_Stats.Yds","Rush_Stats.Y.A","Rush_Stats.TD","Rush_Stats.Att","Penalties.Pen","Penalties.Yds","Opp.Total_Yards.Tot","Opp.Total_Yards.Ply","Opp.Total_Yards.Y.P","Opp.Total_Yards.TO","Opp.Pass_Stats.Cmp","Opp.Pass_Stats.Att","Opp.Pass_Stats.Cmp.","Opp.Pass_Stats.Yds","Opp.Pass_Stats.TD","Opp.Pass_Stats.Int","Opp.Pass_Stats.Sk","Opp.Pass_Stats.SkYds","Opp.Pass_Stats.Rate","Opp.Rush_Stats.Yds","Opp.Rush_Stats.Y.A","Opp.Rush_Stats.TD","Opp.Rush_Stats.Att","Opp.Penalties.Pen","Opp.Penalties.Yds"
"LAR",2019,13,0,34,549,76,7.2237,0,33,45,73.3,417,2,0,1,10,117.5,132,4.4,1,29,8,81,198,61,3.2459,2,19,34,55.9,124,0,1,6,39,56.4,74,3.52,1,5,2,7
"SFO",2019,12,1,37,339,45,7.5333,0,14,20,70,227,2,0,3,26,145.8,112,5.09,2,4,9,78,198,70,2.8286,2,23,37,62.2,81,1,0,5,38,76.3,117,4.18,0,32,5,50
"BAL",2018,16,0,22,361,60,6.0167,2,12,22,54.5,202,1,0,3,2,101.3,159,4.54,0,26,4,40,198,57,3.4737,4,23,37,62.2,147,0,2,4,34,51.7,51,3.19,1,9,8,69
"PIT",2018,17,1,16,343,66,5.197,2,31,45,68.9,278,1,1,1,9,84.2,65,3.25,0,7,9,70,196,46,4.2609,0,12,24,50,71,0,0,4,24,60.2,125,6.94,0,8,9,85
"MIA",2020,13,1,19,406,67,6.0597,2,26,39,66.7,296,1,0,0,0,97.8,110,3.93,0,32,8,54,196,50,3.92,3,17,27,63,156,1,2,6,37,65.8,40,2.35,0,10,6,62
"NOR",2018,11,1,48,546,69,7.913,0,23,32,71.9,373,4,0,0,0,150.1,173,4.68,2,22,8,69,196,48,4.0833,4,19,33,57.6,138,0,3,3,18,31.9,58,4.83,1,11,6,49
"BAL",2020,17,0,38,525,73,7.1918,2,11,19,57.9,121,3,1,0,0,94.5,404,7.48,2,16.884236453202,6,49,195,40,4.875,3,6,21,28.6,48,0,2,0,0,0,147,7.74,0,6,3,29
"NOR",2020,9,0,38,420,73,5.7534,3,29,35,82.9,282,4,0,1,0,138.3,138,3.73,1,22,3,28,194,46,4.2174,4,22,38,57.9,186,0,3,3,23,40.4,8,1.6,0,16,5,39
"CAR",2021,3,0,24,407,70,5.8143,0,23,34,67.6,290,0,0,3,14,95.7,117,3.55,3,28,8,64,193,49,3.9388,0,19,28,67.9,151,1,0,4,17,95.5,42,2.47,0,10,7,51
"MIN",2018,15,1,41,418,63,6.6349,2,14,21,66.7,198,2,1,2,17,112.2,220,5.5,3,16.884236453202,6,45,193,53,3.6415,0,11,24,45.8,37,0,0,9,71,59,156,7.8,1,7,8,49
"SFO",2020,14,1,15,344,76,4.5263,4,25,45,55.6,236,1,1,4,24,70.6,108,4,1,33,5,35,193,62,3.1129,2,15,32,46.9,95,0,1,2,13,42.2,98,3.5,0,32,5,30
"WAS",2018,15,0,16,245,61,4.0164,0,16,25,64,136,1,0,3,15,93.9,109,3.3,0,28,6,48,192,49,3.9184,3,9,17,52.9,20,0,1,6,37,35.7,172,6.62,0,34,8,55
"DEN",2019,16,1,27,348,67,5.194,0,26,34,76.5,198,1,0,0,0,99.9,150,4.55,2,28,6,50,191,49,3.898,0,12,24,50,95,1,0,4,22,78,96,4.57,0,5,7,68
"BUF",2020,7,0,18,422,72,5.8611,2,30,43,69.8,296,0,0,2,11,90,126,4.67,0,33,11,106,191,51,3.7451,3,12,23,52.2,91,0,2,6,29,31.1,100,4.55,1,4,6,49
"BUF",2018,9,1,9,264,81,3.2593,5,31,49,63.3,166,0,3,4,22,45.3,98,3.5,1,32,10,163,190,46,4.1304,2,12,20,60,126,1,1,1,9,76,64,2.56,2,2,14,129
"DEN",2021,2,0,23,398,67,5.9403,0,26,34,76.5,302,2,0,3,26,125.6,96,3.2,0,29,10,101,189,50,3.78,3,14,33,42.4,114,1,2,1,4,37.2,75,4.69,0,9,7,70
"TAM",2020,10,0,46,544,77,7.0649,2,28,39,71.8,334,3,0,1,7,124,210,5.68,2,22,3,30,187,47,3.9787,2,20,28,71.4,122,2,1,3,26,92.6,65,4.06,1,9,5,40
"TAM",2020,16,0,47,588,70,8.4,0,31,42,73.8,477,6,0,2,14,151.9,111,4.27,1,34,8,65,186,50,3.72,3,21,31,67.7,113,0,1,4,39,65.5,73,4.87,0,14,11,117
"CAR",2020,11,1,20,374,70,5.3429,3,24,35,68.6,258,1,2,1,0,75.7,116,3.41,1,25,7,45,185,55,3.3636,2,18,33,54.5,145,0,0,5,33,70,40,2.35,0,10,4,20
"SEA",2020,14,1,40,410,69,5.942,2,25,32,78.1,236,4,1,1,3,124.3,174,4.83,1,21,4,35,185,52,3.5577,2,14,26,53.8,116,0,0,3,16,68.1,69,3,0,3,7,50
"SEA",2018,6,0,27,369,61,6.0492,2,17,23,73.9,214,3,1,1,8,125.4,155,4.19,0,22,8,64,185,56,3.3036,3,23,31,74.2,106,0,0,6,36,83,79,4.16,0,6,5,38
"LAC",2019,9,1,26,442,68,6.5,0,21,28,75,283,0,0,2,11,108.3,159,4.18,2,23,5,45,184,49,3.7551,0,23,35,65.7,139,1,0,3,22,85.5,45,4.09,0,15,8,45
"NWE",2019,2,0,43,379,65,5.8308,2,20,28,71.4,255,2,0,2,9,124.7,124,3.54,2,26,5,54,184,61,3.0164,5,18,39,46.2,142,0,4,7,44,20.8,42,2.8,0,14,4,22
"JAX",2018,16,0,17,244,62,3.9355,2,17,24,70.8,118,0,0,6,27,86.3,126,3.94,1,27,10,97,183,43,4.2558,3,15,22,68.2,121,1,1,3,25,82.8,62,3.44,0,8,10,95
"SFO",2019,5,1,31,446,71,6.2817,0,20,29,69,171,2,0,2,10,108.5,275,6.88,2,16.884236453202,4,34,180,46,3.913,5,9,24,37.5,78,0,2,4,42,19.4,102,5.67,0,8,7,55
"ARI",2020,12,0,17,298,70,4.2571,2,23,34,67.6,160,0,1,2,10,67,138,4.06,2,25,6,50,179,51,3.5098,3,9,18,50,69,0,2,3,15,23.6,110,3.67,2,29,6,42
"JAX",2018,4,1,31,503,74,6.7973,4,29,38,76.3,377,2,1,2,11,114.8,126,3.71,1,25,9,89,178,51,3.4902,0,17,34,50,144,1,0,3,23,74,34,2.43,0,13,6,43
"DAL",2018,13,1,13,308,66,4.6667,3,24,28,85.7,209,1,0,7,40,115.6,99,3.19,0,30,8,80,176,49,3.5918,2,18,28,64.3,111,1,1,2,16,71.6,65,3.42,0,6,5,48
"NYG",2019,4,1,24,389,68,5.7206,5,23,31,74.2,225,1,2,0,0,78,164,4.43,1,22,5,45,176,48,3.6667,5,15,28,53.6,121,0,4,3,23,28.6,55,3.24,0,10,12,58
"PIT",2019,4,1,27,326,56,5.8214,2,27,31,87.1,260,2,0,0,0,123.1,66,2.64,1,2,4,37,175,64,2.7344,3,21,37,56.8,102,0,1,8,69,57.4,73,3.84,0,6,8,60
"DET",2018,17,0,31,402,72,5.5833,0,21,33,63.6,272,3,0,1,2,120,130,3.42,1,23,3,34,175,56,3.125,2,19,40,47.5,129,0,1,3,29,47.7,46,3.54,0,12,5,38
"BUF",2018,13,0,17,415,66,6.2879,4,18,33,54.5,217,2,2,2,14,71.7,198,6.39,0,30,13,120,175,50,3.5,2,16,24,66.7,115,3,1,3,22,103.6,60,2.61,0,3,8,89
"IND",2020,2,1,28,354,67,5.2836,2,19,25,76,203,1,1,2,11,97.7,151,3.78,1,16.884236453202,9,93,175,47,3.7234,4,11,26,42.3,95,0,3,3,18,15.9,80,4.44,1,8,6,45
"NWE",2018,4,1,38,449,75,5.9867,3,23,35,65.7,274,3,2,0,0,94.2,175,4.38,2,16.884236453202,6,57,172,45,3.8222,3,15,25,60,116,1,1,2,19,71.2,56,3.11,0,8,10,89
"NYJ",2018,9,0,6,282,64,4.4063,5,21,39,53.8,202,0,4,4,27,31.8,80,3.81,0,5,5,45,168,55,3.0545,0,15,24,62.5,104,0,0,4,35,78.3,64,2.37,0,33,5,55
"BAL",2019,17,1,28,304,68,4.4706,3,11,21,52.4,81,0,1,3,15,44.9,223,5.07,1,16.884236453202,6,35,168,50,3.36,3,9,25,36,77,0,0,2,18,47.9,91,3.96,1,3,6,47
"PHI",2019,9,1,22,373,78,4.7821,0,26,39,66.7,227,1,0,4,12,91.7,146,4.17,1,26,8,75,164,42,3.9048,2,10,21,47.6,102,0,0,3,23,66.6,62,3.44,2,8,9,70
"CHI",2018,17,0,24,332,63,5.2698,0,18,26,69.2,163,0,0,0,0,85.9,169,4.57,3,22,11,102,164,52,3.1538,0,20,33,60.6,101,1,0,4,31,79.4,63,4.2,0,14,3,30
"DEN",2021,3,1,26,343,64,5.3594,2,19,25,76,223,0,0,2,12,104.6,120,3.24,2,22,6,50,162,53,3.0566,3,19,35,54.3,119,0,2,5,41,42.6,43,3.31,0,12,9,90
"ARI",2020,14,0,26,390,79,4.9367,0,24,35,68.6,231,1,0,1,13,97.8,159,3.7,1,16.884236453202,4,22,159,49,3.2449,4,13,24,54.2,81,0,0,8,64,72.4,78,4.59,1,10,2,10
"SFO",2019,6,0,20,331,76,4.3553,3,24,33,72.7,232,0,1,2,11,80.7,99,2.41,2,16.884236453202,4,30,157,50,3.14,2,13,24,54.2,48,0,0,4,30,60.8,109,4.95,1,4,8,59
"NYG",2020,12,0,19,386,80,4.825,2,22,38,57.9,244,0,0,0,0,77.1,142,3.38,1,16.884236453202,5,51,155,46,3.3696,4,17,29,58.6,115,1,1,2,21,67.6,40,2.67,0,14,3,27
"NWE",2019,7,0,33,323,79,4.0886,2,31,45,68.9,249,1,1,0,0,80.7,74,2.18,3,25,7,92,154,53,2.9057,8,11,32,34.4,73,0,4,1,13,3.6,81,4.05,0,7,8,60
"SFO",2019,7,0,9,283,62,4.5645,2,12,21,57.1,146,0,1,2,5,59.8,137,3.51,0,24,2,20,154,41,3.7561,2,9,12,75,50,0,0,3,27,91.3,104,4,0,34,7,47
"BAL",2018,1,1,47,369,74,4.9865,2,26,38,68.4,252,3,0,2,8,113.9,117,3.44,3,25,9,78,153,61,2.5082,3,11,33,33.3,70,0,2,6,28,17.1,83,3.77,0,4,10,100
"MIN",2020,10,0,19,385,70,5.5,3,25,36,69.4,286,2,1,1,6,100.7,99,3,0,28,4,35,149,50,2.98,3,16,31,51.6,108,0,1,2,16,48.3,41,2.41,0,10,1,5
"LAC",2018,12,1,45,414,66,6.2727,2,28,32,87.5,236,3,0,4,23,131.6,178,5.93,3,29,4,30,149,45,3.3111,2,12,19,63.2,87,1,1,2,18,73.4,62,2.58,0,1,3,35
"GNB",2018,4,1,22,423,74,5.7162,3,22,40,55,282,1,1,2,16,76.9,141,4.41,1,27,5,60,145,56,2.5893,4,16,33,48.5,87,0,2,7,64,36.3,58,3.63,0,9,3,20
"LAR",2020,8,0,17,471,92,5.1196,5,35,61,57.4,340,1,2,2,15,65.9,131,4.52,1,31,5,45,145,48,3.0208,3,12,22,54.5,90,1,0,1,3,80.3,55,2.2,1,2,3,30
"WAS",2020,7,1,25,397,66,6.0152,0,15,25,60,189,2,0,2,5,111.1,208,5.33,1,24,4,30,142,54,2.6296,2,11,22,50,59,0,1,6,55,46.4,83,3.19,0,34,6,49
"GNB",2019,16,0,23,383,75,5.1067,4,26,40,65,199,0,1,3,17,68.3,184,5.75,2,27,2,20,139,53,2.6226,2,16,32,50,82,1,1,5,40,57,57,3.56,0,9,3,30
"LAR",2018,2,1,34,432,67,6.4478,2,24,32,75,342,1,1,2,12,108.1,90,2.73,3,28,5,49,137,43,3.186,2,17,27,63,83,0,1,1,7,53,54,3.6,0,14,9,47
"BUF",2019,12,1,20,424,73,5.8082,2,15,25,60,180,2,1,1,5,92.9,244,5.19,0,16.884236453202,12,90,134,46,2.913,2,10,25,40,49,0,1,4,33,32.4,85,5,0,10,7,70
"BAL",2018,13,0,26,366,77,4.7532,2,15,26,57.7,159,0,0,2,8,76.9,207,4.22,1,16.884236453202,9,88,131,45,2.9111,2,16,27,59.3,97,1,0,3,34,84,34,2.27,0,14,8,82
"CAR",2021,2,1,26,383,73,5.2466,2,26,38,68.4,294,2,1,2,11,99.1,89,2.7,1,28,5,49,128,43,2.9767,3,11,22,50,80,0,2,4,31,26.9,48,2.82,1,10,11,115
"PHI",2019,5,1,31,265,59,4.4915,2,17,29,58.6,181,1,0,1,8,89.6,84,2.9,1,31,9,76,128,55,2.3273,4,15,26,57.7,61,0,2,10,59,37.3,67,3.53,1,6,9,52
"HOU",2018,17,1,20,342,74,4.6216,2,25,35,71.4,208,0,0,6,26,89.5,134,4.06,2,28,2,15,119,47,2.5319,3,15,28,53.6,89,0,1,3,18,47.8,30,1.88,0,9,8,68
"NOR",2020,12,0,31,292,63,4.6349,2,9,16,56.3,63,0,1,3,15,43.2,229,5.2,4,16.884236453202,5,35,112,43,2.6047,4,1,9,11.1,12,0,2,1,1,0,100,3.03,0,28,2,10
"BUF",2021,4,1,40,450,72,6.25,2,21,31,67.7,251,2,1,1,5,101,199,4.98,2,16.884236453202,3,30,109,42,2.5952,6,11,21,52.4,61,0,4,3,26,23.4,48,2.67,0,8,10,100
"LAR",2020,5,0,30,429,66,6.5,2,21,30,70,300,2,1,1,9,111.7,129,3.69,2,26,5,60,108,52,2.0769,0,18,30,60,70,0,0,8,41,67.5,38,2.71,1,13,3,40
"BAL",2018,6,0,21,361,72,5.0139,2,25,37,67.6,238,1,1,0,0,82.9,123,3.51,2,26,10,70,106,40,2.65,0,10,15,66.7,51,0,0,11,66,90.1,55,3.93,0,13,4,35
"NWE",2019,3,1,30,381,73,5.2192,3,30,45,66.7,313,2,1,1,7,92.8,68,2.52,2,33,8,70,105,47,2.234,2,12,22,54.5,69,0,1,5,29,47.2,36,1.8,0,7,5,67
"PHI",2018,17,0,24,360,71,5.0704,2,29,34,85.3,231,3,1,3,12,113.6,129,3.79,0,25,5,25,89,44,2.0227,2,13,28,46.4,68,0,1,4,30,40.5,21,1.75,0,11,2,15
"CLE",2021,3,1,26,418,78,5.359,0,19,31,61.3,203,1,0,5,43,97,215,5.12,1,16.884236453202,7,98,47,42,1.119,0,6,20,30,1,0,0,9,67,41.2,46,3.54,0,12,5,49
"HOU",2019,11,0,7,232,57,4.0702,3,18,30,60,110,0,1,7,59,61.7,122,6.1,1,7,5,60,491,64,7.6719,0,20,27,74.1,235,4,0,0,0,139.7,256,6.92,1,22,8,65
"NYG",2019,5,1,10,211,62,3.4032,2,21,38,55.3,147,1,1,4,35,65.9,64,3.2,0,7,5,45,490,64,7.6563,2,22,27,81.5,279,2,0,3,27,138.6,211,6.21,0,25,12,112
"KAN",2020,5,1,32,413,66,6.2576,2,22,43,51.2,333,2,1,3,7,83.5,80,4,2,7,10,94,490,67,7.3134,2,22,31,71,346,3,1,1,1,126.7,144,4.11,2,26,8,59
"TAM",2018,17,1,32,433,56,7.7321,2,22,35,62.9,341,4,1,1,4,121.7,92,4.6,0,7,3,30,489,76,6.4342,2,32,45,71.1,380,3,1,1,3,109.8,109,3.63,1,29,9,85
"DET",2020,2,0,21,307,58,5.2931,2,20,33,60.6,218,2,1,4,26,91,89,4.24,1,5,7,70,488,66,7.3939,0,18,30,60,229,2,0,1,11,107.6,259,7.4,2,26,8,60
"CIN",2020,16,0,37,540,71,7.6056,0,29,38,76.3,371,2,0,0,0,123.9,169,5.12,2,28,5,35,488,51,9.5686,2,24,33,72.7,322,3,0,1,2,133.9,166,9.76,1,10,6,46
"OAK",2018,4,1,45,565,90,6.2778,3,35,58,60.3,426,4,2,3,11,92.4,139,4.79,0,31,6,65,487,74,6.5811,5,21,41,51.2,279,2,2,2,16,70.7,208,6.71,3,30,8,55
"DET",2020,9,0,20,421,74,5.6892,4,31,45,68.9,292,2,3,2,13,74.8,129,4.78,0,33,3,37,487,55,8.8545,0,13,20,65,212,3,0,1,8,141.7,275,8.09,2,25,9,69
"LAR",2018,9,0,35,483,59,8.1864,2,28,40,70,391,3,1,0,0,115.7,92,4.84,1,6,4,32,487,70,6.9571,2,25,36,69.4,346,4,0,0,0,137,141,4.15,2,25,2,20
"JAX",2020,5,0,14,364,73,4.9863,3,31,49,63.3,289,2,0,4,12,94,75,3.75,0,7,4,35,486,58,8.3793,3,25,35,71.4,357,3,2,1,2,109.1,129,5.86,0,4,5,25
"NOR",2021,4,1,21,405,65,6.2308,2,19,26,73.1,235,1,1,0,0,97.4,170,4.36,2,16.884236453202,5,35,485,60,8.0833,2,28,40,70,402,2,1,0,0,108.5,83,4.15,1,7,3,25
"DEN",2020,8,1,31,351,59,5.9492,2,26,41,63.4,243,3,1,2,5,94.4,108,6.75,1,9,8,70,485,84,5.7738,3,29,44,65.9,275,3,2,2,3,87.1,210,5.53,0,23,6,67
"ATL",2020,17,0,27,385,71,5.4225,3,29,44,65.9,258,2,0,1,7,97.3,127,4.88,1,34,4,48,485,64,7.5781,2,26,41,63.4,391,4,1,1,8,117.8,94,4.27,1,4,3,23
"GNB",2019,7,1,42,481,55,8.7455,0,25,31,80.6,421,5,0,1,8,158.3,60,2.61,1,3,3,20,484,62,7.8065,3,24,31,77.4,329,3,1,0,0,129.6,155,5,0,30,8,97
"JAX",2020,7,0,29,294,59,4.9831,2,14,27,51.9,154,2,0,5,19,96.7,140,5.19,1,33,6,55,484,77,6.2857,0,28,44,63.6,349,3,0,1,2,111.1,135,4.22,2,27,3,35
"LAC",2020,4,0,31,324,50,6.48,3,20,25,80,278,3,1,2,12,137.9,46,2,0,3,7,60,484,73,6.6301,2,30,46,65.2,369,5,1,0,0,117,115,4.26,0,33,8,90
"TAM",2018,4,0,10,311,60,5.1833,4,25,38,65.8,251,1,3,4,20,62.5,60,3.33,0,8,11,99,483,58,8.3276,0,19,26,73.1,344,6,0,1,10,154.6,139,4.48,0,30,4,38
"NOR",2018,9,1,45,487,70,6.9571,2,25,36,69.4,346,4,0,0,0,137,141,4.15,2,25,2,20,483,59,8.1864,2,28,40,70,391,3,1,0,0,115.7,92,4.84,1,6,4,32
"WAS",2021,3,0,21,290,50,5.8,4,14,24,58.3,212,2,2,1,0,80.6,78,3.12,1,2,5,38,481,77,6.2468,0,33,44,75,359,4,0,0,0,128.9,122,3.7,1,28,5,30
"OAK",2019,7,0,24,484,62,7.8065,3,24,31,77.4,329,3,1,0,0,129.6,155,5,0,30,8,97,481,55,8.7455,0,25,31,80.6,421,5,0,1,8,158.3,60,2.61,1,3,3,20
"CIN",2018,6,1,21,275,58,4.7414,0,26,42,61.9,213,2,0,3,16,92.3,62,4.77,1,12,6,30,481,67,7.1791,0,32,46,69.6,369,1,0,0,0,100.7,112,5.33,2,5,9,69
"CLE",2019,16,1,15,241,53,4.5472,2,20,33,60.6,184,2,1,1,8,84.4,57,3,0,6,7,62,481,71,6.7746,2,20,31,64.5,238,3,0,0,0,120.1,243,6.08,1,16.884236453202,7,50
"KAN",2021,2,0,35,405,49,8.2653,3,24,31,77.4,343,3,1,0,0,131.5,62,3.44,1,8,5,46,481,68,7.0735,3,18,26,69.2,230,1,2,1,9,78.8,251,6.12,3,16.884236453202,8,55
"NWE",2018,2,0,20,302,61,4.9508,2,24,35,68.6,220,2,0,2,14,106.1,82,3.42,0,1,2,25,480,69,6.9565,3,29,45,64.4,376,4,1,0,0,111,104,4.33,0,1,7,71
"TEN",2020,2,1,33,354,59,6,0,18,24,75,231,4,0,1,8,145.7,123,3.62,0,25,4,30,480,74,6.4865,3,30,45,66.7,315,3,2,2,24,92.7,165,6.11,1,33,8,60
"GNB",2018,2,1,29,351,70,5.0143,0,30,42,71.4,253,1,0,4,28,97.4,98,4.08,0,1,7,54,480,68,7.0588,2,35,48,72.9,412,4,1,2,13,118.8,68,3.78,0,8,8,70
"LAR",2019,12,1,6,221,48,4.6042,3,26,37,70.3,199,0,2,2,13,62,22,2.44,0,20,8,56,480,74,6.4865,0,16,23,69.6,195,5,0,3,13,137.3,285,5.94,1,16.884236453202,8,66
"DEN",2018,11,0,23,325,52,6.25,0,20,33,60.6,217,0,0,0,0,80,108,5.68,3,6,7,43,479,72,6.6528,3,28,43,65.1,384,2,2,3,17,91.3,95,3.65,0,34,14,120
"KAN",2020,2,0,23,414,70,5.9143,0,27,47,57.4,289,2,0,1,13,90.9,125,5.68,0,4,11,90,479,79,6.0633,2,22,33,66.7,296,1,1,2,15,94.4,183,4.16,1,16.884236453202,6,40
"HOU",2018,4,0,37,466,84,5.5476,2,29,42,69,347,2,1,7,28,102.8,119,3.4,1,26,10,54,478,83,5.759,3,40,62,64.5,437,4,0,4,27,108.5,41,2.41,0,10,10,85
"BUF",2020,3,1,35,375,58,6.4655,3,24,33,72.7,274,4,1,4,37,128.9,101,4.81,1,5,5,55,478,66,7.2424,3,23,32,71.9,311,2,1,2,10,111.6,167,5.22,2,27,3,30
"ARI",2019,1,1,27,387,82,4.7195,2,29,54,53.7,275,2,1,5,33,75.2,112,4.87,0,3,7,35,477,80,5.9625,3,27,45,60,361,3,0,3,24,110,116,3.63,0,27,9,59
"DAL",2020,16,1,37,513,66,7.7727,2,22,30,73.3,362,3,1,2,15,134.7,151,4.44,1,25,5,73,477,71,6.7183,4,21,39,53.8,326,1,2,3,16,70.7,151,5.21,1,31,12,115
"DEN",2019,17,1,16,238,57,4.1754,2,17,28,60.7,168,1,0,2,9,90.9,70,2.59,0,33,9,61,477,70,6.8143,2,29,46,63,380,1,0,2,11,97.3,97,4.41,0,4,10,107
"SEA",2019,5,1,30,429,67,6.403,2,17,23,73.9,262,4,0,1,6,151.8,167,3.88,0,16.884236453202,5,45,477,67,7.1194,3,29,49,59.2,395,1,1,0,0,83.3,82,4.56,2,8,6,45
"SEA",2018,12,0,30,397,61,6.5082,0,22,31,71,322,2,0,2,17,128.3,75,2.68,1,32,4,36,476,57,8.3509,2,25,30,83.3,256,2,1,0,0,110.6,220,8.15,1,33,3,30
"MIA",2019,3,0,6,283,68,4.1618,2,20,41,48.8,211,0,0,3,18,66,72,3,0,1,5,35,476,67,7.1045,2,19,32,59.4,241,2,1,1,5,91.4,235,6.91,2,25,8,100
"SEA",2021,5,1,17,354,60,5.9,3,21,33,63.6,262,2,2,2,21,85.8,92,3.68,0,2,3,20,476,67,7.1045,2,25,37,67.6,358,1,1,1,7,97.2,118,4.07,2,31,5,85
"LAR",2019,15,0,21,289,68,4.25,2,34,52,65.4,267,2,1,2,22,84.5,22,1.57,1,13,5,29,475,68,6.9853,0,15,23,65.2,212,2,0,0,0,123.8,263,5.84,3,16.884236453202,4,16
"TAM",2018,1,0,48,529,62,8.5323,0,21,28,75,417,4,0,0,0,156.2,112,3.29,1,25,7,70,475,59,8.0508,3,37,45,82.2,432,3,0,1,7,129.5,43,3.31,2,12,8,77
"KAN",2018,2,0,42,449,54,8.3148,2,23,28,82.1,322,6,0,1,4,154.8,127,5.08,0,2,12,76,475,74,6.4189,0,39,60,65,442,3,0,1,10,104.3,33,2.54,2,12,12,90
"NWE",2020,16,1,9,201,48,4.1875,0,9,21,42.9,56,0,0,3,22,53.3,145,6.04,1,1,4,25,474,71,6.6761,0,30,40,75,344,4,0,0,0,133.7,130,4.19,1,30,3,27
"MIN",2021,2,0,33,419,60,6.9833,0,22,32,68.8,242,3,0,1,2,122.4,177,6.56,0,33,3,16,474,60,7.9,3,29,36,80.6,371,3,2,3,29,117.6,103,4.9,1,5,5,40
"WAS",2019,2,1,21,255,55,4.6364,0,26,37,70.3,208,2,0,1,13,103.5,47,2.76,1,10,6,44,474,65,7.2923,2,26,30,86.7,261,3,1,1,8,123.5,213,6.26,1,25,8,67
"OAK",2019,9,1,31,450,68,6.6176,0,20,31,64.5,279,2,0,1,10,116.2,171,4.75,2,21,10,96,473,62,7.629,3,26,41,63.4,383,3,1,2,23,110.4,90,4.74,0,6,5,35
"KAN",2019,6,1,24,309,47,6.5745,3,19,35,54.3,256,3,1,1,17,96.5,53,4.82,0,15,11,79,472,83,5.6867,4,30,42,71.4,280,1,2,0,0,77.5,192,4.68,3,16.884236453202,10,70
"CLE",2018,1,1,21,327,85,3.8471,2,15,40,37.5,150,1,1,7,47,51.8,177,4.66,2,23,11,87,472,80,5.9,8,23,41,56.1,313,1,3,4,22,60.5,159,4.54,2,26,12,116
"PHI",2021,4,1,30,461,70,6.5857,0,32,48,66.7,358,2,0,3,29,105.1,103,5.42,1,6,9,49,471,63,7.4762,2,24,30,80,271,5,1,1,7,131,200,6.25,1,27,7,46
"MIN",2018,13,0,10,278,59,4.7119,3,32,44,72.7,183,1,2,2,18,70.4,95,7.31,0,12,5,55,471,71,6.6338,2,24,32,75,311,1,1,0,0,102.5,160,4.1,2,16.884236453202,7,60
"JAX",2019,12,0,20,369,78,4.7308,2,32,48,66.7,252,0,0,3,20,81.2,117,4.33,2,33,11,104,471,52,9.0577,3,14,18,77.8,252,2,0,1,7,155.8,219,6.64,4,28,6,54
"MIA",2020,8,1,28,145,48,3.0208,3,12,22,54.5,90,1,0,1,3,80.3,55,2.2,1,2,3,30,471,92,5.1196,5,35,61,57.4,340,1,2,2,15,65.9,131,4.52,1,31,5,45
"SEA",2018,1,0,24,306,55,5.5636,4,19,33,57.6,242,3,2,6,56,92.7,64,4,0,9,7,45,470,72,6.5278,4,25,39,64.1,324,3,3,1,5,84.2,146,4.56,0,27,7,60
"DAL",2019,1,1,35,494,62,7.9677,0,25,32,78.1,405,4,0,0,0,158.3,89,2.97,1,29,6,47,470,66,7.1212,3,33,48,68.8,319,1,0,1,4,94.4,151,8.88,1,10,8,70
"CIN",2019,8,0,10,401,79,5.0759,0,32,52,61.5,297,1,0,5,32,86.1,104,4.73,0,4,6,40,470,57,8.2456,0,17,31,54.8,372,2,0,0,0,119.3,98,3.77,1,34,9,59
"OAK",2018,13,1,33,442,69,6.4058,4,29,38,76.3,271,3,0,3,14,123.2,171,6.11,1,32,8,74,469,68,6.8971,2,23,38,60.5,295,4,0,0,0,120,174,5.8,1,29,11,94
"CLE",2020,7,0,37,398,51,7.8039,2,23,29,79.3,316,5,1,0,0,137.3,82,3.73,0,4,5,40,468,73,6.411,3,36,48,75,387,3,1,4,35,113.4,81,3.86,1,5,7,45
"SEA",2018,5,1,31,373,55,6.7818,0,13,21,61.9,183,3,0,2,15,132.5,190,5.94,1,27,7,50,468,63,7.4286,3,23,32,71.9,313,1,2,1,8,88.2,155,5.17,3,29,7,45
"MIA",2018,6,1,31,541,75,7.2133,4,28,44,63.6,380,3,2,0,0,94.9,161,5.19,0,30,7,67,467,64,7.2969,4,22,31,71,303,3,1,2,13,122.5,164,5.29,1,30,6,58
"MIA",2019,12,0,24,284,63,4.5079,3,21,39,53.8,192,2,2,4,22,65.5,92,4.6,1,7,8,94,467,67,6.9701,2,24,34,70.6,320,3,1,1,7,118.1,147,4.59,2,27,7,70
"OAK",2019,2,1,10,307,60,5.1167,3,23,38,60.5,178,1,2,3,20,61.1,129,6.79,0,6,7,52,467,68,6.8676,2,30,44,68.2,436,4,0,2,7,131.2,31,1.41,0,4,10,114
"HOU",2019,17,1,14,301,65,4.6308,2,21,36,58.3,192,0,1,4,33,65.2,109,4.36,2,2,5,35,467,60,7.7833,0,14,21,66.7,222,2,0,0,0,133.4,245,6.28,3,24,5,37
